[06/15/20 17:57:25] Frame : 26  Loop : 27618
[06/15/20 17:57:27] Frame : 26  Loop : 27408
[06/15/20 17:57:37] Frame : 24  Loop : 25261
[06/15/20 17:57:38] Frame : 27  Loop : 24948
[06/15/20 17:58:32] Frame : 26  Loop : 24876
[06/15/20 17:58:44] Frame : 24  Loop : 23777
[06/15/20 17:58:45] Frame : 27  Loop : 23539
[06/15/20 17:59:36] Frame : 27  Loop : 25401
[06/15/20 18:00:44] Frame : 27  Loop : 25081
[06/15/20 18:02:07] Frame : 26  Loop : 23995
[06/15/20 18:02:33] Frame : 26  Loop : 22543
[06/15/20 18:04:25] Frame : 26  Loop : 24615
[06/15/20 18:06:42] Frame : 24  Loop : 22980
[06/15/20 18:06:43] Frame : 27  Loop : 27324
[06/15/20 18:06:44] Frame : 26  Loop : 27353
[06/15/20 18:07:35] Frame : 27  Loop : 25289
[06/15/20 18:07:43] Frame : 26  Loop : 24759
[06/15/20 18:09:25] Frame : 24  Loop : 21329
[06/15/20 18:09:26] Frame : 27  Loop : 20353
[06/15/20 18:09:32] Frame : 26  Loop : 26347
[06/15/20 18:14:17] Frame : 26  Loop : 27305
[06/15/20 18:14:39] Frame : 26  Loop : 24817
[06/15/20 18:15:05] Frame : 26  Loop : 24238
[06/15/20 18:15:13] Frame : 27  Loop : 25381
[06/15/20 18:15:43] Frame : 26  Loop : 26339
[06/15/20 18:16:57] Frame : 26  Loop : 25737
[06/15/20 18:17:21] Frame : 26  Loop : 24223
[06/15/20 18:17:35] Frame : 26  Loop : 23999
[06/15/20 18:17:36] Frame : 26  Loop : 23910
[06/15/20 18:18:05] Frame : 26  Loop : 6403
[06/15/20 18:18:09] Frame : 26  Loop : 18026
[06/15/20 18:18:10] Frame : 26  Loop : 14197
[06/15/20 18:18:13] Frame : 26  Loop : 19775
[06/15/20 18:18:52] Frame : 26  Loop : 21378
[06/15/20 18:19:02] Frame : 26  Loop : 22546
[06/15/20 18:19:14] Frame : 26  Loop : 29297
[06/15/20 18:19:16] Frame : 26  Loop : 33298
[06/15/20 18:19:21] Frame : 20  Loop : 23426
[06/15/20 18:19:21] Frame : 32  Loop : 15492
[06/15/20 18:20:03] Frame : 26  Loop : 22594
[06/15/20 18:20:06] Frame : 26  Loop : 24132
[06/15/20 18:21:17] Frame : 26  Loop : 24391
[06/15/20 18:21:20] Frame : 26  Loop : 25501
[06/15/20 18:21:50] Frame : 24  Loop : 20974
[06/15/20 18:21:51] Frame : 27  Loop : 23125
[06/15/20 18:22:55] Frame : 27  Loop : 26598
[06/15/20 18:26:35] Frame : 26  Loop : 23747
[06/15/20 18:26:44] Frame : 26  Loop : 24458
[06/15/20 18:27:01] Frame : 26  Loop : 19092
[06/15/20 18:27:39] Frame : 26  Loop : 22991
[06/15/20 18:28:17] Frame : 26  Loop : 23251
[06/15/20 18:28:22] Frame : 26  Loop : 23967
